Kills,Damage,Boosts,Heals,Distance,Weapons,Revives,Headshots,is_pro
0,0,0,0,476,2,0,0,0
9,1217,3,1,3275,7,2,0,1
0,0,2,1,1412,10,0,0,0
2,233,0,0,195,3,0,0,1
0,96,0,0,487,6,0,0,0
2,188,0,0,698,3,0,0,1
2,283,5,12,3050,5,1,0,1
0,0,0,0,6,1,0,0,0
2,200,1,3,1582,4,0,1,1
5,465,7,5,3384,6,0,3,1
0,0,4,4,2891,5,0,0,0
0,100,0,0,15,1,0,0,0
4,400,0,2,147,3,0,0,1
0,14,1,0,584,2,0,0,0
2,402,0,0,1264,6,0,1,1
0,0,0,0,0,0,0,0,0
0,188,1,3,1232,9,0,0,0
0,90,0,0,101,1,0,0,0
4,550,3,6,4916,5,0,0,1
0,0,0,0,178,2,0,0,0
1,36,0,0,1834,3,0,0,0
0,104,1,1,1378,8,0,0,0
0,55,2,2,1307,7,0,0,0
4,388,1,7,1722,9,0,1,1
2,223,1,2,391,6,0,0,1
0,54,0,0,1833,4,0,0,0
0,57,0,0,282,1,0,0,0
1,100,0,0,381,2,0,0,0
0,0,0,0,46,0,0,0,0
0,0,0,0,29,0,0,0,0
0,40,0,0,1938,3,0,0,0
0,100,5,1,2774,4,0,0,0
3,555,5,7,3419,7,1,2,1
0,0,0,0,10,1,0,0,0
0,71,0,0,1369,3,0,0,0
1,139,0,1,529,2,0,0,0
0,0,1,3,1396,1,0,0,0
0,8,1,0,400,1,0,0,0
1,130,1,1,419,4,0,1,0
2,296,0,1,101,3,0,0,1
0,23,2,4,609,6,0,0,0
1,284,0,1,1125,6,1,0,1
0,229,0,1,73,1,0,0,0
0,32,0,0,3165,3,0,0,0
0,0,0,0,0,0,0,0,0
3,213,0,0,169,4,1,0,1
4,611,3,2,2687,3,0,3,1
1,99,1,1,210,4,0,0,0
0,100,0,0,11,1,0,0,0
0,0,0,0,0,0,0,0,0
7,508,2,5,237,3,1,1,1
2,276,5,5,3030,6,1,2,1
2,206,2,0,1609,3,0,0,1
1,75,0,0,100,2,0,0,0
0,0,0,0,28,1,0,0,0
1,147,2,2,2533,4,0,0,0
1,88,1,0,2578,11,0,0,0
0,120,0,1,652,5,0,0,0
0,144,2,9,1678,4,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,5,2,0,0,0
6,759,5,3,2900,7,3,1,1
1,100,2,1,215,3,0,0,0
1,153,0,2,3038,4,0,0,0
0,0,1,1,1072,4,0,0,0
0,62,0,5,2155,5,2,0,0
2,159,0,1,3715,4,0,0,1
0,0,2,0,1468,6,0,0,0
2,118,1,1,3077,3,0,0,1
2,273,4,0,2341,6,0,1,1
0,0,0,0,21,0,0,0,0
0,20,0,0,102,2,0,0,0
1,100,1,1,1533,6,0,0,0
0,19,0,1,2259,3,0,0,0
0,0,0,0,0,2,0,0,0
4,966,7,3,2592,5,1,4,1
0,0,0,0,0,0,0,0,0
0,0,2,2,2313,4,0,0,0
2,166,0,0,296,3,1,1,1
0,43,0,0,178,2,0,0,0
2,200,1,1,1268,4,0,1,1
0,71,0,0,101,2,0,0,0
1,137,0,0,61,1,0,1,0
3,377,4,0,2622,9,0,0,1
0,0,0,0,117,0,0,0,0
3,418,5,1,3201,5,0,1,1
6,564,4,5,3795,5,1,1,1
0,29,7,4,2895,6,0,0,0
0,26,1,2,414,3,0,0,0
0,116,0,3,1225,6,0,0,0
2,238,0,0,182,3,0,0,1
0,0,0,0,128,0,0,0,0
3,198,2,3,3051,6,0,1,1
5,600,1,5,0,12,0,2,1
3,140,1,1,3819,7,0,1,1
1,173,0,0,2017,2,1,0,0
1,100,0,8,469,3,0,0,0
3,486,0,1,1290,3,0,0,1
0,0,0,0,441,4,0,0,0
1,21,1,0,340,2,0,0,0
3,396,5,14,2338,8,1,1,1
0,46,0,0,58,1,0,0,0
1,98,0,0,296,3,0,0,0
1,100,0,0,264,2,0,0,0
0,37,2,4,3041,6,0,0,0
1,18,0,0,36,3,0,0,0
0,52,1,1,1103,3,0,0,0
0,95,0,0,53,2,0,0,0
2,193,2,5,2203,5,0,0,1
0,0,0,0,268,2,0,0,0
2,169,0,0,513,4,0,0,1
1,150,2,0,3310,7,0,0,0
2,200,0,0,276,4,0,1,1
2,200,2,0,222,2,0,0,1
0,0,0,1,104,2,0,0,0
6,693,3,2,2684,4,0,2,1
2,300,2,8,2411,8,0,0,1
0,33,0,0,2,1,0,0,0
2,240,2,1,1433,4,0,0,1
1,100,0,0,27,1,0,1,0
0,19,0,0,0,2,0,0,0
10,1134,0,2,24,29,0,3,1
1,182,0,0,184,4,0,0,0
0,0,0,1,1862,7,0,0,0
0,100,1,1,2397,5,0,0,0
0,47,0,0,22,1,0,0,0
0,23,1,0,1529,4,0,0,0
0,0,0,0,43,1,0,0,0
3,268,1,0,280,3,1,1,1
3,230,1,1,1961,4,1,0,1
0,0,2,5,1450,3,0,0,0
0,20,2,1,1992,6,0,0,0
1,244,0,0,58,2,0,0,0
1,66,0,0,73,1,0,0,0
1,141,0,0,359,2,0,0,0
0,58,0,0,1095,6,0,0,0
1,100,0,0,133,2,0,0,0
0,0,0,0,189,4,0,0,0
0,57,0,0,40,0,0,0,0
1,125,4,5,7033,5,0,0,0
0,0,1,1,1419,8,0,0,0
2,170,1,0,3249,4,0,0,1
0,33,0,0,275,2,0,0,0
0,0,0,0,362,2,0,0,0
0,0,0,0,57,1,0,0,0
2,236,2,2,2752,3,2,0,1
0,82,1,1,814,6,2,0,0
1,71,0,0,155,3,0,0,0
0,0,0,1,3708,7,0,0,0
1,15,5,7,2073,3,1,0,0
0,0,0,0,43,0,0,0,0
0,0,0,0,339,3,0,0,0
1,100,0,0,114,2,0,0,0
1,184,0,0,289,4,0,0,0
0,212,0,0,2244,6,0,0,0
0,0,0,1,114,0,0,0,0
0,23,0,1,99,3,0,0,0
4,724,9,9,2893,5,0,0,1
0,186,1,1,1705,3,0,0,0
0,164,1,4,315,4,0,0,0
0,0,0,0,448,3,0,0,0
0,48,0,0,1333,6,0,0,0
0,75,0,0,548,4,0,0,0
0,60,0,0,64,2,0,0,0
0,0,1,0,662,3,0,0,0
0,0,0,0,113,3,0,0,0
0,0,0,0,13,1,0,0,0
1,124,1,7,1352,5,0,1,0
0,30,1,0,64,2,0,0,0
0,71,4,16,2440,8,0,0,0
2,64,3,0,2276,11,0,0,1
0,0,0,0,18,0,0,0,0
1,145,1,1,4122,6,0,1,0
0,0,0,0,0,0,0,0,0
1,182,2,1,336,3,0,0,0
0,0,0,0,273,6,0,0,0
0,106,0,1,1181,7,0,0,0
0,28,1,0,1364,2,0,0,0
0,100,0,0,87,2,0,0,0
1,188,4,0,2214,6,0,0,0
0,80,0,0,155,2,0,0,0
1,222,0,0,222,1,0,0,0
1,157,5,8,4254,6,0,0,0
0,60,0,0,291,1,0,0,0
1,607,4,11,2408,4,0,1,1
0,0,0,0,0,0,0,0,0
0,152,0,0,689,2,0,0,0
2,183,1,2,1482,5,1,0,1
3,273,2,7,7076,6,1,1,1
0,0,0,0,0,0,0,0,0
2,324,1,2,1490,3,1,0,1
0,56,0,0,37,1,0,0,0
1,163,0,1,117,2,1,0,0
1,43,0,0,118,2,0,0,0
1,200,0,0,583,2,0,0,0
1,100,0,0,125,3,0,1,0
2,194,1,1,2828,4,0,0,1
0,13,0,0,77,0,0,0,0
0,0,0,0,31,0,0,0,0
0,0,0,0,2630,4,0,0,0
0,0,0,0,51,1,0,0,0
0,0,0,0,539,0,0,0,0
1,217,0,0,391,6,0,0,0
0,0,0,0,0,0,0,0,0
0,91,1,7,4384,7,1,0,0
0,0,1,0,113,2,0,0,0
1,100,0,0,25,2,0,0,0
0,100,0,0,3912,5,0,0,0
0,0,0,5,777,4,0,0,0
1,100,1,25,2271,5,0,0,0
0,135,0,0,622,2,0,0,0
0,0,0,0,0,1,0,0,0
0,12,0,0,1252,5,0,0,0
2,200,0,0,41,2,0,0,1
2,263,1,0,717,2,1,0,1
0,0,2,0,3328,7,0,0,0
0,157,0,0,1040,3,0,0,0
0,0,0,0,30,0,0,0,0
0,0,0,0,590,3,0,0,0
3,264,1,1,3271,4,0,1,1
1,127,0,0,537,3,0,0,0
0,0,0,0,149,2,0,0,0
1,43,1,3,1560,4,0,0,0
0,0,0,0,0,0,0,0,0
0,38,2,10,220,1,0,0,0
1,99,1,0,1594,6,1,0,0
4,467,0,0,166,2,0,0,1
0,0,1,0,356,9,0,0,0
0,199,0,0,2653,6,0,0,0
1,108,2,4,3032,5,0,0,0
0,0,0,7,1222,6,0,0,0
0,63,1,2,2167,6,0,0,0
1,100,1,0,1409,5,0,0,0
3,330,0,0,329,4,0,1,1
0,0,1,0,102,1,0,0,0
1,81,1,2,2881,6,0,0,0
1,343,0,0,228,2,0,0,1
0,0,0,0,47,1,0,0,0
0,68,6,0,2457,8,0,0,0
0,0,0,0,0,1,0,0,0
3,295,8,4,2859,4,1,0,1
1,117,0,0,185,3,0,0,0
1,283,7,11,1198,6,0,0,1
1,30,0,1,679,4,0,0,0
0,0,0,0,50,3,0,0,0
3,429,0,0,3120,4,0,2,1
1,144,0,0,501,2,0,0,0
1,48,1,1,1057,5,0,0,0
0,0,0,0,3011,4,0,0,0
0,0,0,1,2648,2,1,0,0
1,242,3,10,2152,2,1,1,0
0,26,4,6,7047,5,0,0,0
0,30,0,0,429,3,0,0,0
1,100,5,5,3677,5,0,1,0
5,632,3,3,815,6,1,2,1
2,113,2,2,3063,8,1,1,1
0,0,0,0,550,6,0,0,0
2,241,0,0,391,3,0,1,1
0,78,0,0,27,1,0,0,0
12,1317,8,13,3362,5,1,4,1
1,340,0,1,1235,7,1,0,1
1,100,1,0,120,2,0,1,0
0,141,0,0,119,2,0,0,0
1,90,1,1,1114,2,0,0,0
0,0,1,1,767,3,0,0,0
0,58,0,0,355,3,0,0,0
2,105,0,0,635,5,0,0,1
1,228,2,1,3736,3,0,0,0
4,322,3,0,3240,7,0,1,1
0,0,0,0,680,8,0,0,0
2,290,3,2,1907,3,0,1,1
2,200,0,0,37,1,0,0,1
0,257,1,2,865,2,2,0,0
0,52,0,0,196,3,0,0,0
0,0,0,0,208,1,0,0,0
1,132,0,0,1102,4,0,0,0
0,34,0,0,7,1,0,0,0
0,0,0,1,4087,4,0,0,0
0,53,0,2,2039,4,0,0,0
0,467,3,4,3220,4,0,0,1
1,260,3,2,2812,5,0,0,0
0,0,0,0,4007,4,0,0,0
0,0,0,0,1041,2,0,0,0
4,256,1,1,549,3,1,1,1
0,0,0,0,0,0,0,0,0
0,23,0,0,313,2,0,0,0
0,0,0,0,68,3,0,0,0
0,92,3,5,4226,3,0,0,0
0,21,3,0,1852,11,0,0,0
0,50,0,1,452,3,0,0,0
1,139,0,0,1089,8,0,0,0
0,0,0,0,195,2,0,0,0
0,0,0,0,60,1,0,0,0
1,100,0,0,751,4,0,0,0
0,0,0,0,1373,2,0,0,0
1,133,4,1,3100,5,1,0,0
0,0,0,0,127,3,1,0,0
1,200,0,0,931,3,0,0,0
1,156,1,5,637,3,0,0,0
0,95,0,0,734,3,0,0,0
1,100,0,0,22,2,0,1,0
0,81,0,0,462,3,0,0,0
5,736,1,3,931,5,0,2,1
1,27,5,1,2700,4,0,0,0
0,220,0,0,2453,5,1,0,0
0,0,0,0,11,0,0,0,0
0,188,0,0,989,4,0,0,0
0,0,0,0,176,2,0,0,0
0,45,3,0,4438,4,0,0,0
0,99,1,0,476,2,0,0,0
0,0,0,0,21,0,0,0,0
3,437,3,4,2528,7,0,1,1
0,14,0,0,498,1,0,0,0
1,156,0,1,292,2,0,0,0
0,99,1,0,200,1,0,0,0
1,100,0,0,86,1,0,0,0
2,151,1,3,1455,5,0,0,1
0,74,2,0,2961,4,0,0,0
3,409,6,5,3561,4,0,0,1
4,402,3,3,2454,3,0,0,1
1,94,0,0,300,2,0,0,0
0,45,0,0,336,2,0,0,0
0,25,5,7,2834,6,2,0,0
0,0,0,0,509,5,0,0,0
7,700,0,0,373,6,0,0,1
3,300,2,1,561,5,0,1,1
0,0,0,0,81,0,0,0,0
0,0,1,2,743,4,0,0,0
0,0,0,7,1258,6,0,0,0
7,622,3,1,3096,5,0,0,1
0,146,0,0,1192,3,0,0,0
0,49,0,0,719,4,0,0,0
1,81,0,0,1235,6,0,0,0
0,0,0,3,1653,4,0,0,0
0,137,0,0,1179,7,0,0,0
0,73,1,0,1111,2,1,0,0
0,0,1,0,301,3,0,0,0
0,84,3,10,1311,3,0,0,0
0,28,2,10,1441,7,0,0,0
1,24,2,4,2709,5,0,0,0
1,153,6,1,3736,8,0,0,0
0,178,0,0,111,2,0,0,0
0,86,0,0,3096,6,0,0,0
0,100,0,0,706,3,0,0,0
0,0,1,0,309,6,0,0,0
0,0,0,0,77,2,0,0,0
0,0,2,0,2840,8,0,0,0
0,0,0,1,305,4,0,0,0
0,0,0,0,1093,9,1,0,0
2,272,0,0,246,3,0,0,1
3,306,7,7,2265,5,0,0,1
0,102,1,0,1424,3,0,0,0
1,335,2,2,1360,8,1,0,1
3,510,4,4,2695,3,0,0,1
2,427,4,7,2628,5,2,2,1
0,139,0,0,780,4,0,0,0
0,192,1,3,1707,4,0,0,0
0,17,1,3,3320,5,0,0,0
2,200,0,0,83,1,0,0,1
1,306,1,6,271,1,0,1,1
3,370,1,0,263,3,0,0,1
2,240,7,15,2805,5,1,0,1
0,63,0,0,238,0,0,0,0
0,0,1,0,86,2,0,0,0
0,0,0,0,254,2,0,0,0
0,0,0,0,0,0,0,0,0
0,21,0,0,1038,7,0,0,0
2,298,6,0,2475,7,0,0,1
0,32,0,0,7,0,0,0,0
0,30,0,0,253,2,0,0,0
2,200,0,0,76,2,0,0,1
2,35,3,4,2564,4,2,0,1
2,220,5,5,906,6,0,0,1
0,33,0,0,34,1,0,0,0
1,114,0,0,354,2,0,0,0
0,0,0,0,22,2,0,0,0
1,100,1,0,1216,4,0,0,0
0,0,0,0,1810,4,0,0,0
0,62,1,0,536,11,0,0,0
0,56,0,0,141,2,0,0,0
0,0,0,0,157,5,1,0,0
0,0,0,1,783,3,0,0,0
0,0,0,0,47,0,0,0,0
0,0,1,0,4538,7,0,0,0
3,322,1,0,1634,5,0,0,1
0,61,1,1,3237,3,1,0,0
0,0,0,0,857,6,0,0,0
0,33,0,0,108,1,0,0,0
0,0,0,4,250,1,1,0,0
0,49,0,0,615,4,0,0,0
4,423,5,1,2276,8,1,0,1
0,162,0,0,29,1,0,0,0
5,376,4,1,2484,5,0,2,1
0,0,1,0,125,3,0,0,0
0,0,0,0,2009,6,1,0,0
1,100,1,0,20,1,0,0,0
1,151,1,1,452,3,0,1,0
0,140,0,2,3209,4,1,0,0
7,772,4,5,3852,6,0,1,1
0,0,1,0,2517,3,1,0,0
0,33,1,3,3050,4,0,0,0
1,144,0,0,428,2,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2,5,3070,7,0,0,0
0,0,0,0,22,1,0,0,0
0,0,0,0,176,3,0,0,0
0,33,5,10,1465,5,1,0,0
2,300,0,0,108,1,0,0,1
0,0,0,0,99,5,0,0,0
0,175,0,0,149,3,0,0,0
0,0,1,0,266,2,1,0,0
0,100,0,1,1033,4,0,0,0
0,0,0,0,1868,9,0,0,0
0,90,0,0,99,3,0,0,0
0,0,0,0,7,1,0,0,0
0,68,1,1,534,2,2,0,0
2,108,1,1,136,2,0,0,1
0,46,0,0,31,2,0,0,0
2,300,0,0,80,1,0,1,1
0,175,4,3,3852,8,0,0,0
0,0,0,0,236,1,0,0,0
1,156,0,1,100,2,0,0,0
0,22,1,5,129,1,0,0,0
0,0,0,0,80,1,0,0,0
0,0,0,0,145,3,0,0,0
2,236,0,2,1353,3,0,1,1
3,254,0,2,200,4,0,1,1
1,40,0,0,371,2,0,0,0
1,100,1,0,212,3,0,0,0
1,78,0,0,1193,4,1,0,0
0,0,1,0,110,1,0,0,0
0,0,0,0,1337,3,0,0,0
0,62,0,0,284,3,0,0,0
0,57,2,0,1291,4,0,0,0
5,365,2,3,2889,4,1,1,1
1,83,0,0,262,2,0,0,0
1,100,1,6,898,6,0,0,0
0,88,0,0,322,4,0,0,0
0,0,0,0,429,5,0,0,0
0,0,0,0,184,3,0,0,0
9,959,5,3,4083,7,2,3,1
0,0,1,0,650,3,0,0,0
0,0,0,0,83,3,0,0,0
0,24,0,0,776,2,0,0,0
0,0,0,0,814,4,0,0,0
0,26,0,0,90,3,0,0,0
1,52,0,0,241,1,0,0,0
1,101,2,0,2860,6,0,0,0
0,0,0,0,823,4,0,0,0
1,237,2,7,739,4,1,0,0
1,278,0,0,119,1,0,0,1
0,60,0,0,47,1,0,0,0
0,97,2,0,513,5,0,0,0
1,100,0,0,212,1,1,0,0
0,0,0,0,19,1,0,0,0
2,200,0,0,330,2,0,2,1
3,466,2,1,968,5,0,0,1
0,0,0,0,143,2,0,0,0
0,23,0,0,60,1,0,0,0
0,103,0,0,88,3,0,0,0
0,0,0,0,74,1,0,0,0
1,100,0,0,2689,3,0,0,0
0,33,0,0,375,4,0,0,0
0,104,0,0,428,3,0,0,0
0,66,0,1,2174,5,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,19,1,0,0,0
0,100,0,0,199,3,0,0,0
0,98,0,0,1251,4,0,0,0
4,457,2,1,2474,5,0,1,1
2,309,3,2,1673,4,1,0,1
0,0,2,0,1560,6,0,0,0
0,0,0,1,278,4,0,0,0
1,29,1,1,526,7,0,0,0
0,0,2,1,2115,9,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,784,5,1,0,0
0,212,0,0,1975,6,0,0,0
0,72,1,0,92,3,0,0,0
2,181,0,0,675,5,0,0,1
1,38,2,5,2477,5,0,0,0
0,0,0,0,52,1,0,0,0
0,13,0,0,9,0,0,0,0
0,87,0,1,550,6,0,0,0
5,538,6,3,3314,3,0,0,1
1,151,2,0,462,5,1,0,0
0,0,0,0,448,3,0,0,0
1,168,2,2,2126,4,0,0,0
1,176,2,1,1453,7,0,0,0
4,315,10,1,3236,9,3,0,1
2,143,1,0,1855,3,1,0,1
2,316,6,4,3046,7,0,1,1
1,130,1,0,184,1,0,0,0
0,47,0,2,343,2,0,0,0
0,121,6,18,1680,6,0,0,0
0,0,6,15,2470,5,0,0,0
2,386,1,1,423,3,0,1,1
3,547,4,5,2755,3,1,1,1
1,130,0,0,152,1,0,0,0
0,49,0,0,172,2,0,0,0
0,29,0,0,125,3,0,0,0
0,0,0,0,44,2,1,0,0
1,72,2,6,646,3,0,0,0
1,100,0,0,326,3,0,0,0
0,198,4,0,2559,5,0,0,0
1,153,0,0,25,1,0,0,0
0,95,0,0,1059,3,0,0,0
0,77,0,0,259,3,0,0,0
3,268,5,1,6056,7,4,0,1
1,119,0,0,348,3,0,0,0
0,0,0,0,15,0,0,0,0
0,0,0,0,20,0,0,0,0
6,509,6,6,5922,11,0,3,1
2,180,2,2,1844,3,1,0,1
3,327,1,1,2437,7,3,0,1
1,100,0,0,63,5,0,0,0
0,150,7,12,2686,4,1,0,0
2,200,0,0,122,2,0,0,1
7,750,6,8,2233,7,0,1,1
0,93,1,0,3901,5,0,0,0
1,100,0,0,104,1,0,0,0
5,465,3,1,3498,7,0,0,1
0,7,1,0,1164,7,0,0,0
1,140,0,0,67,3,0,0,0
0,0,0,0,52,1,0,0,0
0,126,5,18,2586,6,0,0,0
0,0,0,0,0,0,0,0,0
2,298,1,0,2891,5,0,1,1
1,134,0,0,42,2,1,1,0
0,266,0,2,1877,6,1,0,0
3,279,4,1,2719,8,0,1,1
1,151,2,1,4147,6,0,0,0
0,76,3,2,1097,4,1,0,0
1,75,5,4,1680,10,0,0,0
2,221,5,9,1476,8,0,0,1
0,39,0,0,89,2,0,0,0
8,513,2,0,2347,6,0,2,1
0,100,0,0,92,1,0,0,0
2,479,4,2,2242,6,0,1,1
0,10,0,0,83,2,0,0,0
0,66,0,0,274,4,0,0,0
0,0,0,1,938,2,0,0,0
6,244,1,1,2298,2,0,5,1
2,220,4,3,1660,4,0,0,1
0,0,0,0,100,1,0,0,0
2,383,3,3,2540,5,2,0,1
0,0,0,0,169,4,0,0,0
1,220,0,1,807,6,0,0,0
0,0,0,0,930,5,1,0,0
1,163,2,6,243,3,0,0,0
1,273,0,0,106,2,0,1,1
0,0,0,0,19,1,0,0,0
0,0,1,0,1289,2,0,0,0
0,0,0,0,35,1,0,0,0
1,100,0,0,224,3,0,0,0
0,49,0,0,226,4,1,0,0
1,100,0,0,229,2,0,0,0
0,89,0,0,96,3,0,0,0
0,86,0,0,59,1,0,0,0
0,0,0,0,962,6,0,0,0
0,0,0,0,102,1,0,0,0
0,0,0,0,16,2,0,0,0
3,353,1,0,1113,3,1,0,1
2,310,1,1,660,6,0,0,1
0,90,2,0,4004,8,0,0,0
2,200,0,0,348,4,0,0,1
0,134,1,7,2439,6,0,0,0
0,0,0,0,44,0,0,0,0
0,0,0,0,126,1,0,0,0
5,571,4,0,2595,10,0,3,1
0,0,0,0,62,2,0,0,0
5,419,1,1,3111,9,0,1,1
0,95,1,2,3390,7,0,0,0
1,196,0,0,1102,3,0,0,0
0,75,0,0,702,3,0,0,0
0,39,3,4,5387,5,0,0,0
0,0,0,0,31,2,0,0,0
0,0,1,4,437,2,0,0,0
1,104,5,1,1949,5,0,0,0
0,0,0,0,73,3,0,0,0
3,316,1,1,887,5,0,0,1
0,262,0,1,134,2,0,0,0
1,190,0,0,71,2,0,1,0
2,219,0,0,409,2,0,0,1
0,49,0,0,496,3,0,0,0
1,100,0,0,46,1,0,0,0
0,19,1,0,432,2,0,0,0
1,80,0,0,343,2,0,0,0
0,3,0,0,393,3,0,0,0
1,100,3,1,1499,8,0,1,0
2,274,1,12,1046,6,0,2,1
2,255,6,0,1898,2,0,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,246,3,0,0,0
1,241,0,0,67,1,0,1,0
0,83,0,1,931,4,0,0,0
0,0,0,0,121,2,0,0,0
0,0,3,11,1112,6,0,0,0
1,126,1,1,332,2,0,0,0
0,90,0,0,2830,7,0,0,0
0,0,0,0,234,2,0,0,0
2,323,2,1,3232,8,1,0,1
0,26,0,0,633,4,0,0,0
0,51,2,5,1449,6,0,0,0
2,345,1,1,4782,6,0,0,1
0,55,1,1,443,4,0,0,0
1,252,0,0,116,1,0,1,0
0,71,1,0,764,4,0,0,0
0,395,3,5,2537,6,0,0,1
0,0,0,0,1264,3,0,0,0
0,46,1,0,2924,4,2,0,0
0,0,0,0,88,2,0,0,0
0,51,0,0,714,3,0,0,0
0,191,3,4,1879,6,0,0,0
1,100,0,0,122,1,0,0,0
2,200,3,2,1710,6,0,1,1
0,0,0,0,43,1,0,0,0
1,269,0,4,1201,2,1,0,1
0,67,0,0,178,0,0,0,0
2,330,1,3,1929,4,0,0,1
5,572,4,2,3084,6,0,3,1
0,0,0,1,1109,6,0,0,0
1,371,0,0,301,2,0,0,1
0,0,0,0,1175,5,0,0,0
0,152,3,2,2416,6,0,0,0
1,75,1,14,1334,3,0,0,0
1,224,0,0,77,2,0,1,0
2,232,3,5,2218,5,0,0,1
0,2,0,0,954,4,0,0,0
0,0,1,4,3042,4,0,0,0
0,0,0,0,102,3,0,0,0
0,0,0,0,3,0,0,0,0
1,105,1,2,979,6,0,1,0
0,94,2,2,2121,5,1,0,0
1,47,1,2,1966,4,1,0,0
10,1036,5,3,3692,4,1,1,1
0,41,0,0,244,7,0,0,0
3,247,0,0,2009,6,0,1,1
0,0,0,0,0,0,0,0,0
0,0,2,1,898,3,0,0,0
1,226,0,0,115,4,0,0,0
0,0,1,0,2917,5,0,0,0
0,0,0,0,34,0,0,0,0
0,0,0,0,1740,8,0,0,0
0,37,0,0,356,2,0,0,0
1,200,3,0,2121,4,0,1,0
1,61,0,0,47,1,0,1,0
0,0,0,0,684,3,0,0,0
1,80,1,0,2846,5,0,0,0
0,189,2,2,1937,3,0,0,0
0,29,0,0,1314,2,0,0,0
4,553,3,3,1499,3,2,3,1
1,95,0,0,14,1,0,0,0
0,0,3,1,884,4,0,0,0
0,0,0,0,560,1,0,0,0
0,40,3,2,1615,7,0,0,0
6,401,2,2,1707,10,0,2,1
5,759,4,3,2494,4,0,2,1
0,20,3,2,1798,4,0,0,0
0,0,0,0,0,0,0,0,0
6,915,5,9,2833,5,0,5,1
2,443,5,5,4065,8,1,0,1
0,0,0,0,33,1,0,0,0
0,12,0,0,79,2,0,0,0
0,0,0,0,48,2,0,0,0
0,171,2,10,3801,5,1,0,0
0,0,0,0,45,2,0,0,0
2,200,0,0,108,1,0,1,1
2,98,0,0,846,1,1,0,1
0,59,0,0,74,2,0,0,0
0,0,0,0,152,3,0,0,0
0,0,0,0,85,3,0,0,0
0,100,2,1,1838,5,0,0,0
0,0,2,0,2201,4,0,0,0
1,111,6,1,2883,7,0,0,0
1,100,0,0,63,0,0,0,0
0,13,0,0,0,0,0,0,0
0,59,3,1,2711,3,0,0,0
1,75,0,0,160,1,0,0,0
2,66,3,0,1889,5,0,0,1
3,256,4,0,2348,6,0,1,1
3,294,5,7,2194,4,0,0,1
4,391,2,7,2782,8,0,3,1
0,0,0,0,0,0,0,0,0
0,106,0,0,88,0,0,0,0
0,100,0,0,97,2,0,0,0
0,179,2,0,287,4,0,0,0
0,0,0,0,36,1,0,0,0
0,0,0,0,2099,4,0,0,0
0,60,2,11,1655,6,0,0,0
1,93,2,2,2148,5,0,1,0
6,505,7,2,3572,5,1,1,1
5,506,7,9,3202,7,0,1,1
2,200,0,0,587,6,0,2,1
2,364,1,18,2815,7,1,0,1
0,0,0,0,122,2,0,0,0
0,0,0,0,280,3,0,0,0
3,312,4,3,1458,3,0,1,1
1,110,0,0,55,2,0,0,0
0,0,0,0,283,2,0,0,0
1,174,1,0,383,3,0,1,0
2,200,0,0,175,2,0,0,1
0,91,1,7,1161,10,0,0,0
0,38,0,0,84,1,0,0,0
2,224,5,1,2492,5,1,0,1
1,180,6,6,3260,5,0,0,0
3,300,0,2,63,3,0,1,1
0,0,0,0,35,1,0,0,0
0,0,0,0,14,1,0,0,0
0,108,0,0,163,2,0,0,0
0,62,0,4,442,1,0,0,0
0,107,0,0,99,1,0,0,0
0,22,0,0,0,0,0,0,0
0,98,0,0,60,1,0,0,0
0,45,0,0,628,2,0,0,0
0,0,0,0,205,2,0,0,0
1,213,1,6,1674,4,2,0,0
2,247,5,17,3285,12,1,0,1
0,0,0,0,6,1,0,0,0
2,191,6,4,2775,4,0,0,1
1,100,0,0,384,1,0,0,0
1,1,0,0,608,3,0,0,0
1,159,0,0,142,2,0,0,0
8,812,4,6,3080,8,1,2,1
0,40,2,1,2545,9,0,0,0
1,75,0,0,121,2,0,0,0
0,126,0,1,601,3,0,0,0
0,0,0,1,2547,3,0,0,0
0,0,1,2,657,2,0,0,0
0,86,0,0,364,2,0,0,0
1,181,0,0,66,3,0,0,0
0,79,0,0,523,3,0,0,0
0,0,0,0,574,4,0,0,0
0,0,0,0,707,3,0,0,0
3,364,4,4,2486,2,0,1,1
0,170,0,0,59,4,0,0,0
0,100,2,0,961,3,1,0,0
1,98,0,0,224,1,0,0,0
0,0,0,0,16,1,0,0,0
1,80,0,0,19,2,0,1,0
0,78,0,0,603,4,0,0,0
0,175,2,0,1511,3,0,0,0
4,485,3,6,1965,4,1,0,1
1,160,1,1,1749,4,1,0,0
0,0,0,0,0,2,0,0,0
1,100,0,0,12,1,0,0,0
0,19,0,0,230,1,0,0,0
0,218,1,10,1540,5,0,0,0
2,308,3,0,2004,5,1,1,1
3,275,0,0,2041,4,0,0,1
3,311,4,3,2533,2,0,1,1
1,73,0,0,1664,6,0,0,0
0,228,3,2,2445,4,0,0,0
0,117,3,2,1800,5,0,0,0
0,166,3,13,2862,4,0,0,0
1,182,0,0,137,3,0,0,0
0,0,0,0,560,3,0,0,0
